" label;;;;","Unnamed: 0","annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at" 
"",819,745,"1","2023-12-07T09:45:29.563026Z",821,6.724,"no German loanword","On one hand, retailers are trying to counteract the negative consumer sentiment by offering sales, promotions, and cheaper products.","2023-12-07T09:45:29.563026Z"
"",820,746,"1","2023-12-07T09:45:36.991796Z",822,6.487,"no German loanword","On the other hand, low margins coupled with high and rising costs make it fairly impossible to generally forego price increases.","2023-12-07T09:45:36.991796Z"
"",821,747,"1","2023-12-07T09:45:47.330504Z",823,6.382,"no German loanword","When shopping on a daily basis, consumers increasingly consider the non-discounted standard product price to be more of a luxury item.","2023-12-07T09:45:47.330504Z"
"",822,748,"1","2023-12-07T09:45:52.761081Z",824,4.565,"no German loanword","In the retail sector, special offers and extensive product discounting are increasingly becoming the new normal.","2023-12-07T09:45:52.761081Z"
"",823,749,"1","2023-12-07T09:45:58.004031Z",825,4.402,"no German loanword","It can be like a drug for consumers, creating a quick ‘high’ but in the long-term, it becomes a hard habit to kick.","2023-12-07T09:45:58.004031Z"
"",824,750,"1","2023-12-07T09:46:16.159018Z",826,5.461,"no German loanword","Whether or not retailers and consumers will be able to kick the habit remains to be seen once the crisis is over.
","2023-12-07T09:46:16.159018Z"
"",825,751,"1","2023-12-07T09:46:21.667846Z",827,4.189,"no German loanword","During a recent ceremony, the Johannes Kepler University’s alumni association welcomed a new chair.","2023-12-07T09:46:21.667846Z"
"",826,752,"1","2023-12-07T09:46:35.769873Z",828,12.604,"no German loanword","Sommerempfang Kepler Society 2022 As part of a traditional summer reception held atop the TN Tower at the JKU Somnium, Verbund CEO Michael Strugl officially succeeded Gerhard Stürmer as chairman of the board.","2023-12-07T09:46:35.769873Z"
"",827,753,"1","2023-12-07T09:46:54.491898Z",829,17.805,"no German loanword","The 150-person guest list included many JKU alumni, partners, and representatives from the Rectorate, all of whom took advantage of the warm, balmy evening to come together and share stories about their alma mater.","2023-12-07T09:46:54.491898Z"
"",828,754,"1","2023-12-07T09:47:18.072622Z",830,4.272,"no German loanword","Michael Strugl has been in office as head of the Kepler Society since January 10, 2022.","2023-12-07T09:47:18.072622Z"
"",829,755,"1","2023-12-07T09:47:29.144799Z",831,10.092,"no German loanword","Elected at the General Assembly, Strugl succeeds Gerhard Stürmer, who had held the office for the past 17 years.","2023-12-07T09:47:29.144799Z"
"",830,756,"1","2023-12-07T09:47:35.507763Z",832,4.874,"no German loanword","On account of the pandemic, the ceremony was postponed and took place during the recent annual “Summer Reception” event.","2023-12-07T09:47:35.507763Z"
"",831,757,"1","2023-12-07T09:47:53.603783Z",833,15.708,"no German loanword","Michael Strugl remarked: I am very honored and privileged to preside over my alma mater’s alumni association.","2023-12-07T09:47:53.603783Z"
"",832,758,"1","2023-12-07T09:48:02.407122Z",834,7.579,"no German loanword","I have always considered the Johannes Kepler University Linz a special place and the university has remained close to my heart, even after I graduated.","2023-12-07T09:48:02.407122Z"
"",833,759,"1","2023-12-07T09:48:08.352200Z",835,5.028,"no German loanword","I am therefore very pleased to serve as the Kepler Society’s board chairman, succeeding the current Honorary President, Gerhard Stürmer.","2023-12-07T09:48:08.352200Z"
"",834,760,"1","2023-12-07T09:48:14.918348Z",836,5.551,"no German loanword","Along with my board team, my goal now is to work together to drive the JKU’s alumni association forward, making us more fit for the future.","2023-12-07T09:48:14.923349Z"
"",835,761,"1","2023-12-07T09:48:22.687649Z",837,6.965,"no German loanword","We aim to digitize, expand our services, network more effectively, and better serve the JKU’s alumni.","2023-12-07T09:48:22.687649Z"
"",836,762,"1","2023-12-07T09:48:27.642336Z",838,3.797,"no German loanword","In the future, we will also play an even greater role in shaping advancements at the JKU.","2023-12-07T09:48:27.642336Z"
"",837,763,"1","2023-12-07T09:48:34.674239Z",839,6.084,"no German loanword","Gerhard Stürmer, Honorary President For the past 17 years, Gerhard Stürmer served as board chairman of the Kepler Society, successfully driving developments at the alumni association forward.","2023-12-07T09:48:34.674239Z"
"",838,764,"1","2023-12-07T09:49:30.048487Z",840,11.385,"no German loanword","During the ceremony, Stürmer’s successor, Michael Strugl, and JKU Rector Meinhard Lukas, ceremoniously presented Gerhard Stürmer with the title of ‘honorary president’ of the Kepler Society.","2023-12-07T09:49:30.048487Z"
"",839,765,"1","2023-12-07T09:51:03.312327Z",841,91.306,"no German loanword","Michael Strugl thanked Stürmer for his many years of involvement: During his 17 years as board chairman, Gerhard Stürmer has had a greater impact on the Kepler Society than anyone else.","2023-12-07T09:51:03.312327Z"
"",840,766,"1","2023-12-07T09:51:07.435815Z",842,3.257,"no German loanword","Under his leadership, the Kepler Society has grown and flourished.","2023-12-07T09:51:07.435815Z"
"",841,767,"1","2023-12-07T09:51:16.004582Z",843,7.524,"no German loanword","I am therefore all the more pleased to make him an honorary president today and I am grateful he will continue to serve the alumni association as an honorary president.","2023-12-07T09:51:16.004582Z"
"",842,768,"1","2023-12-07T09:51:23.708100Z",844,6.868,"no German loanword","JKU Rector Meinhard Lukas added: Over the past 17 years, and in an unrivaled way, Gerhard Stürmer made his mark on the Kepler Society - and by extension to the JKU.","2023-12-07T09:51:23.708100Z"
"",843,769,"1","2023-12-07T09:51:28.421819Z",845,3.836,"no German loanword","As he steps down from the board chairmanship, an impactful era comes to an end.","2023-12-07T09:51:28.421819Z"
"",844,770,"1","2023-12-07T09:51:52.867602Z",846,23.524,"no German loanword","I would like to thank Gerhard Stürmer for his extraordinary leadership and exemplary commitment on behalf of our alumni.","2023-12-07T09:51:52.867602Z"
"",845,771,"1","2023-12-07T09:51:59.094407Z",847,4.976,"no German loanword","At the same time, I am pleased that he will now continue to be involved with the alumni association and at the JKU as an honorary president.
","2023-12-07T09:51:59.094407Z"
"",846,772,"1","2023-12-07T09:52:03.355870Z",848,3.307,"no German loanword","A fascinating bridge between the arts and academia as Kafka\s","2023-12-07T09:52:03.355870Z"
"",847,773,"1","2023-12-07T09:52:13.015629Z",849,8.809,"no German loanword","The Trial premieres at the Landestheater Linz on September 23, 2022.","2023-12-07T09:52:13.015629Z"
"",850,774,"1","2023-12-07T09:52:23.918269Z",852,4.607,"no German loanword","Director Peter Wittenberg and artistic director Hermann Schneider sought the advice of experts, namely legal experts at the Johannes Kepler University Linz.","2023-12-07T09:52:23.918269Z"
"",851,775,"1","2023-12-07T09:52:34.346714Z",853,9.558,"no German loanword","The directing team, actors, and other ensemble members met with legal experts including Prof. Alois Birklbauer, Prof. Reinhard Resch (both JKU), as well as Honorary Professor Matthias Neumayr (Vice President of the Supreme Court).","2023-12-07T09:52:34.346714Z"
"",852,776,"1","2023-12-07T09:52:38.658608Z",854,3.405,"no German loanword","Gernot Brezina (Austrian Student Union representative in Law) was on hand to provide a student perspective.","2023-12-07T09:52:38.658608Z"
"",853,777,"1","2023-12-07T09:53:00.813295Z",855,21.022,"no German loanword","In terms of content, they discussed the life and times of Kafka (his profession as a legal expert in the field of statutory accident insurance in Prague) as well as main character K’s special situation during the trial.","2023-12-07T09:53:00.813295Z"
"",854,778,"1","2023-12-07T09:53:18.595839Z",856,16.782,"no German loanword","It is the absence of rule-of-law principles in the first place that facilitates dystopian helplessness in the face of the system.","2023-12-07T09:53:18.595839Z"
"",855,779,"1","2023-12-07T09:53:26.597913Z",857,7.091,"no German loanword","Dramaturge Martin Mader remarked: The interaction was very enriching, especially in support of our production.","2023-12-07T09:53:26.597913Z"
"",856,780,"1","2023-12-07T09:53:33.251889Z",858,5.74,"no German loanword","Taking a legal view of Kafka\s trial helps us to better understand what a constitutional state is and the differences to Kafka\s novel come to light.","2023-12-07T09:53:33.251889Z"
"",857,781,"1","2023-12-07T09:53:37.205082Z",859,3.159,"no German loanword","We believe these findings will impact the staging and dramaturgical understanding.","2023-12-07T09:53:37.205082Z"
"",858,782,"1","2023-12-07T09:53:51.730592Z",860,12.134,"no German loanword","There are plans to continue the collaboration by, for example, encouraging law students to attend certain performances as well as perhaps organizing a joint round of talks with the director’s team and actors.
","2023-12-07T09:53:51.730592Z"
"",860,783,"1","2023-12-07T09:54:18.034890Z",862,2.723,"no German loanword","The International Mathematical Olympiad will take place in Oslo (Norway) in July.","2023-12-07T09:54:18.034890Z"
"",861,784,"1","2023-12-07T09:54:45.500955Z",863,26.502,"no German loanword","Under expert tutelage, the participating students will practice and hone their math skills at the JKU.","2023-12-07T09:54:45.500955Z"
"",862,785,"1","2023-12-07T09:54:50.868882Z",864,4.458,"no German loanword","During the process, it will be decided which of them will represent the Ukraine at the Olympiad.","2023-12-07T09:54:50.868882Z"
"",863,786,"1","2023-12-07T09:54:55.880716Z",865,3.521,"no German loanword","Oliver Roche-Newton (Institute of Algebra at JKU) remarked: When Ukrainian organizer Oleksiy Klurman appoached us, we immediately wanted to help.","2023-12-07T09:54:55.880716Z"
"",864,787,"1","2023-12-07T09:55:01.193103Z",866,4.573,"no German loanword","I would also like to take this opportunity to thank the sponsors paying for the students’ accommodation and meals.
","2023-12-07T09:55:01.193103Z"
"",865,788,"1","2023-12-07T09:55:07.098939Z",867,4.958,"no German loanword","Matthias Bramauer is this year’s recipient of the Wilhelm Macke Award Matthias Bramauer","2023-12-07T09:55:07.098939Z"
"",866,789,"1","2023-12-07T09:55:21.118976Z",868,13.125,"no German loanword","The audience – and jury in one - was impressed by his presentation titled Vom Schall zum Hören – wie aus Frequenzen Musik wird.","2023-12-07T09:55:21.118976Z"
"",867,790,"1","2023-12-07T09:55:25.861129Z",869,3.815,"no German loanword","The Johannes Kepler University Linz presents the Wilhelm Macke Award annually to outstanding graduate theses in physics.","2023-12-07T09:55:25.861129Z"
"",868,791,"1","2023-12-07T09:55:32.306636Z",870,5.345,"no German loanword","In order to win the award, the selected candidates must present their topic to an audience of high school students in a brief, comprehensible, and humorous way.","2023-12-07T09:55:32.306636Z"
"",869,792,"1","2023-12-07T09:56:26.516678Z",871,20.073,"no German loanword","The audience is treated to an entertaining afternoon featuring presentations that provide inside into different areas of physics and in the end, they vote for the winner.","2023-12-07T09:56:26.516678Z"
"",870,793,"1","2023-12-07T09:56:46.063566Z",872,18.608,"no German loanword","The Winner: Matthias Bramauer Vom Schall zum Hören – Wie aus Frequenzen Musik wird How Frequencies Become Music - From Sound to Hearing After studying the physics of hearing and auditory perception, Bramauer constructed a model designed to help students understand the complex processes, resulting in an educational document for educators that can serve as a basis to develop an educational series.","2023-12-07T09:56:46.063566Z"
"",872,794,"1","2023-12-07T09:56:57.182838Z",874,4.29,"no German loanword","He enjoys photography, traveling, and learning more about other cultures.","2023-12-07T09:56:57.182838Z"
"",873,795,"1","2023-12-07T09:57:01.339387Z",875,3.27,"no German loanword","However, he also enjoys spending quality time at home.","2023-12-07T09:57:01.339387Z"
"",876,796,"1","2023-12-07T09:57:15.198903Z",878,6.31,"no German loanword","Quanta in the Net - What Quantum Technology Means to the Evolution of the Internet.","2023-12-07T09:57:15.198903Z"
"",877,797,"1","2023-12-07T09:57:18.904865Z",879,2.858,"no German loanword","Krieger’s very ambitious goal is to create a quantum internet.","2023-12-07T09:57:18.904865Z"
"",878,798,"1","2023-12-07T09:57:27.341324Z",880,7.57,"no German loanword","In order to connect different quantum processors in new types of quantum computers with each other, a quantum internet of this kind is needed.","2023-12-07T09:57:27.341324Z"
"",879,799,"1","2023-12-07T09:57:32.188480Z",881,3.922,"no German loanword","Krieger is currently working on a quantum repeater that is similar to a WiFi network at home.","2023-12-07T09:57:32.188480Z"
"",881,800,"1","2023-12-07T09:58:10.277358Z",883,34.713,"no German loanword","Wandertag im Halbleiter – Wie Elektronen durch Energietäler streifen Hiking Day in a Semiconductor - How Electrons Roam Through Energy Valleys While conducting research on electrons trapped inside of extremely thin layers of various semiconductors, Schober came across exciting information: The interaction between spin and valley results in an additional quantum mechanical property, thereby opening the door to discovering completely new technological applications.
","2023-12-07T09:58:10.277358Z"
"",882,801,"1","2023-12-07T09:58:14.279898Z",884,2.976,"no German loanword","Prof. Achim Hassel talks about why this discovery is important, especially on a political and scientific level.  ","2023-12-07T09:58:14.280905Z"
"",883,802,"1","2023-12-07T09:58:22.928666Z",885,7.788,"no German loanword","Professor Achim Walter Hassel Last week, the discovery of a vast deposit of rare earth elements in north Sweden made headlines around the world.","2023-12-07T09:58:22.928666Z"
"",884,803,"1","2023-12-07T09:58:27.083110Z",886,3.356,"no German loanword","Officials estimate that over one million tons of this valuable metal are waiting to be mined.","2023-12-07T09:58:27.083110Z"
"",886,804,"1","2023-12-07T19:36:54.927638Z",888,276.404,"no German loanword","Prof. Achim Walter Hassel conducts research on rare metals at the Johannes Kepler University Linz and talks about why this find is particularly important, both politically and scientifically.","2023-12-07T19:36:54.927638Z"
"",887,805,"1","2023-12-07T19:42:52.243667Z",889,351.557,"no German loanword","Prof. Achim Walter Hassel, head of the Institute for Chemical Technology of Inorganic Substances at the Johannes Kepler University Linz, is an internationally renowned expert in research on rare metals.","2023-12-07T19:42:52.243667Z"
"",888,806,"1","2023-12-07T19:45:00.182046Z",890,127.15,"no German loanword","Just how important is this rare earth metal discovery in Sweden?","2023-12-07T19:45:00.183046Z"
"",889,807,"1","2023-12-07T19:49:54.314490Z",891,3.939,"no German loanword","Prof. Hassel: There are two aspects to this find.","2023-12-07T19:49:54.314490Z"
"",890,808,"1","2023-12-07T19:49:57.680612Z",892,2.29,"no German loanword","One side relates to trade policies.","2023-12-07T19:49:57.680612Z"
"",891,809,"1","2023-12-07T19:50:19.400880Z",893,20.2,"no German loanword","The majority of rare earth elements come from China, and more and more are coming from the USA as well.","2023-12-07T19:50:19.400880Z"
"",892,810,"1","2023-12-07T19:50:29.792940Z",894,9.19,"no German loanword","In the past, during the conflict over the Senkaku Islands near Taiwan, China actually suspended its supply of rare earth elements to Japan in order to put more pressure on Japan.","2023-12-07T19:50:29.792940Z"
"",893,811,"1","2023-12-07T19:50:55.924205Z",895,25.216,"no German loanword","Being dependent on Chinas goodwill leaves the rest of the world vulnerable to extortion.","2023-12-07T19:50:55.924205Z"
"",894,812,"1","2023-12-07T19:51:01.656679Z",896,4.797,"no German loanword","The solution here could be production in Europe and this is exactly why this discovery is significant.","2023-12-07T19:51:01.656679Z"
"",896,813,"1","2023-12-07T19:51:06.158662Z",898,2.332,"no German loanword","The other aspect concerns research.","2023-12-07T19:51:06.158662Z"
"",897,814,"1","2023-12-07T19:51:14.521734Z",899,6.046,"no German loanword","These rare earth metals are tremendously important as their electronic structures mean that these rare earth metals are unique and have certain magnetic and photometric properties.","2023-12-07T19:51:14.521734Z"
"",898,815,"1","2023-12-07T20:04:53.709517Z",900,814.438,"no German loanword","Europium is used when making fluorescent lamps and LED lighting.","2023-12-07T20:04:53.709517Z"
"",899,816,"1","2023-12-07T20:05:08.736558Z",901,13.85,"no German loanword","The rare earth elements neodymium and samarium are used in magnets.","2023-12-07T20:05:08.736558Z"
"",900,817,"1","2023-12-07T20:05:14.481430Z",902,4.242,"no German loanword","Gadolinium is used in medicine for MRI (magnetic resonance imaging) applications.","2023-12-07T20:05:14.481430Z"
"",901,818,"1","2023-12-07T20:05:25.228675Z",903,82.071,"German loanword","Yttrium is in YAG lasers and the lambda probe is used to help reduce gas control exhaust emissions in cars as well as to measure levels of oxygen during steel production as part of the Linz-Donawitz process.","2023-12-07T20:06:37.801340Z"
"",902,819,"1","2023-12-07T20:06:51.356435Z",904,11.62,"no German loanword","Scandium is an alloy component used to produce high-strength aluminum for the Airbus A380, or high-quality racing bike frames.","2023-12-07T20:06:51.356435Z"
"",903,820,"1","2023-12-07T20:07:21.217847Z",905,28.81,"no German loanword","Erbium and terbium are used in light amplifiers and light valves which are essential Internet components.","2023-12-07T20:07:21.217847Z"
"",904,821,"1","2023-12-07T20:07:58.303108Z",906,31.035,"no German loanword","The oxide in cerium is widely used to produce important abrasives and polishing agents.","2023-12-07T20:07:58.303108Z"
"",905,822,"1","2023-12-07T20:08:08.064501Z",907,8.484,"no German loanword","These are just a few examples and as you can see, rare metals are important as we need them for a very broad range of applications.","2023-12-07T20:08:08.064501Z"
"",906,823,"1","2023-12-07T20:08:16.982285Z",908,8.034,"no German loanword","Jan Moström, the head of the Swedish mining company that disclosed the find, referred to the deposit as good news, not just for the region and for Sweden, but for Europe and the climate.","2023-12-07T20:08:16.982285Z"
"",907,824,"1","2023-12-07T20:08:19.473015Z",909,1.372,"no German loanword","What does he mean by that?","2023-12-07T20:08:19.473015Z"
"",908,825,"1","2023-12-07T20:08:42.477191Z",910,20.356,"no German loanword","Prof. Hassel: He\s right because we need large quantities of neodymium and samarium to not only help produce electric motors for electric cars, but also for the permanent magnets contained in wind energy generators.","2023-12-07T20:08:42.477191Z"
"",909,826,"1","2023-12-07T20:09:24.369555Z",911,40.951,"no German loanword","In this regard, the find is certainly of relevance in terms of climate policy.","2023-12-07T20:09:24.369555Z"
"",910,827,"1","2023-12-07T20:09:26.995119Z",912,1.782,"no German loanword","Just how rare are rare earth elements?","2023-12-07T20:09:26.995119Z"
"",911,828,"1","2023-12-07T20:10:17.773438Z",913,49.395,"no German loanword","Prof. Hassel: In truth, in terms of quantity, they are not all that rare.","2023-12-07T20:10:17.773438Z"
"",912,829,"1","2023-12-07T20:11:26.073107Z",914,65.966,"no German loanword","As stable elements, they are more common than silver, platinum and gold.","2023-12-07T20:11:26.073107Z"
"",913,830,"1","2023-12-07T20:11:31.327808Z",915,4.343,"no German loanword","These elements are found only in very scattered locations and, as in Sweden, they are often mined only as a by-product.","2023-12-07T20:11:31.327808Z"
"",914,831,"1","2023-12-07T20:11:37.750008Z",916,5.449,"no German loanword","The term rare earth elements presumably refers more to their unique, rarely occurring properties.","2023-12-07T20:11:37.750008Z"
"",915,832,"1","2023-12-07T20:11:41.135599Z",917,2.478,"no German loanword","As you conduct research on rare earth metals, just how important are these metals?","2023-12-07T20:11:41.135599Z"
"",916,833,"1","2023-12-07T20:11:46.463172Z",918,3.87,"no German loanword","Prof. Hassel: We are always on the lookout for inexpensive, environmentally-friendly production methods.","2023-12-07T20:11:46.463172Z"
"",917,834,"1","2023-12-07T20:11:51.457991Z",919,4.131,"no German loanword","Rare earth elements are appealing because you often just need a very small amount of these metals to attain the desired effect.","2023-12-07T20:11:51.457991Z"
"",918,835,"1","2023-12-07T20:11:54.738788Z",920,2.261,"no German loanword","This is probably why they also go by the nickname of spice metals.","2023-12-07T20:11:54.738788Z"
"",919,836,"1","2023-12-07T20:11:56.750073Z",921,1.15,"no German loanword","What are you currently working on?","2023-12-07T20:11:56.750073Z"
"",920,837,"1","2023-12-07T20:12:08.366797Z",922,9.977,"no German loanword","Prof. Hassel: My research focuses on introducing selective disruptions to metal alloys.","2023-12-07T20:12:08.366797Z"
"",921,838,"1","2023-12-07T20:12:34.625449Z",923,24.551,"no German loanword","They then lose their crystalline character and exhibit special properties, such as an extremely smooth surface or significantly higher resistance to corrosion.","2023-12-07T20:12:34.625449Z"
"",922,839,"1","2023-12-07T20:12:37.739355Z",924,2.117,"no German loanword","In technical terms, the alloys become amorphous.","2023-12-07T20:12:37.739355Z"
"",923,840,"1","2023-12-07T20:13:17.584243Z",925,26.555,"German loanword","In cooperation with voestalpine, researchers at a Christian Doppler laboratory developed an amorphous zinc alloy that can be applied even more thinly to surfaces.","2023-12-07T20:13:17.584243Z"
"",924,841,"1","2023-12-07T20:13:27.129510Z",926,3.29,"no German loanword","The method can also be used to produce high-strength, low weight aluminum alloys.","2023-12-07T20:13:27.129510Z"
"",925,842,"1","2023-12-07T20:13:34.091127Z",927,6.091,"no German loanword","Alloys used for implants can be created based on magnesium and other metals found in human bodies; after a certain period of time, these will then dissolve on their own.
","2023-12-07T20:13:34.091127Z"
"",926,843,"1","2023-12-07T20:13:40.797448Z",928,5.753,"no German loanword","The International Welcome Center (IWC) now serves as a central point of contact for international employees at the Johannes Kepler University Linz.","2023-12-07T20:13:40.797448Z"
"",928,844,"1","2023-12-07T20:13:57.356355Z",930,8.271,"no German loanword","Co-financed by the state of Upper Austria, Markus Achleitner, State Minister of Business and Research, and local council member, Almir Balihodzic, recently toured the newly open center.","2023-12-07T20:13:57.356355Z"
"",929,845,"1","2023-12-07T20:14:07.497981Z",931,9.222,"no German loanword","JKU Rector Meinhard Lukas remarked: The JKU considers itself a university with strong regionally-based roots but also as an internationally oriented university with the capability to consistently adapt to overall social conditions.","2023-12-07T20:14:07.497981Z"
"",930,846,"1","2023-12-07T20:14:15.821191Z",932,7.256,"no German loanword","In recent years, globalization, digitalization, and growing demands on Linz as a location of higher education have resulted in the JKU becoming more and more international in the areas of research and teaching.","2023-12-07T20:14:15.821191Z"
"",931,847,"1","2023-12-07T20:14:24.085407Z",933,7.274,"no German loanword","New academic degree programs, such as the English-language \Artificial Intelligence\ degree program, international research groups, and so-called Labs at the Linz Institute of Technology are just a couple of examples.","2023-12-07T20:14:24.085407Z"
"",932,848,"1","2023-12-07T20:14:31.537872Z",934,5.95,"no German loanword","As a result of increased internationalization in education and research (the JKU currently has 25 English-language degree programs), the number of international employees has risen steadily over the past few years.","2023-12-07T20:14:31.537872Z"
"",933,849,"1","2023-12-07T20:14:37.057812Z",935,4.585,"no German loanword","There is currently a total of approximately 3,500 international students (including Erasmus students) at the JKU and over 700 international employees.","2023-12-07T20:14:37.057812Z"
"",934,850,"1","2023-12-07T20:15:14.334108Z",936,35.697,"no German loanword","The rise in the number of international students and employees has resulted in creating the IWC to address special needs in regard to information, assistance, etc.","2023-12-07T20:15:14.334108Z"
"",935,851,"1","2023-12-07T20:15:22.809271Z",937,7.69,"no German loanword","Sonja Falkner-Matzinger, head of the IWC, added: The International Welcome Center is new at the JKU Linz, playing a key role as an initial point of contact for prospective students, students, and employees who have international backgrounds.","2023-12-07T20:15:22.809271Z"
"",936,852,"1","2023-12-07T20:15:31.223725Z",938,5.484,"no German loanword","We aim to create a \welcoming culture\ for international students and employees as well as provide important information and consultation services for long-term perspectives, even after graduation.","2023-12-07T20:15:31.223725Z"
"",937,853,"1","2023-12-07T20:15:42.887619Z",939,10.71,"no German loanword","The IWCs responsibilities include providing students with academic advising services regarding their stay in Austria, mediating in matters between students and faculty members or administrative staff, and organizing and supervising the MORE program.","2023-12-07T20:15:42.887619Z"
"",938,854,"1","2023-12-07T20:15:50.709256Z",940,6.885,"no German loanword","The IWC does not assist with student exchange programs (meaning the Erasmus program, etc.); the JKU’s International Office will continue to organize student exchange programs.","2023-12-07T20:15:50.709256Z"
"",939,855,"1","2023-12-07T20:15:58.834934Z",941,5.38,"no German loanword",", Organizationally, the IWC is part of the JKU department International Welcome Center and Ombuds Office for Students.","2023-12-07T20:15:58.834934Z"
"",940,856,"1","2023-12-07T20:16:03.303148Z",942,3.621,"no German loanword","Financial funding has been made available by grants provided by the state of Upper Austria.","2023-12-07T20:16:03.303148Z"
"",941,857,"1","2023-12-07T20:16:10.769249Z",943,6.597,"no German loanword","The IWC offers services to target groups with the intention of making their stay more pleasant as well as provide support to live and work in Upper Austria.","2023-12-07T20:16:10.769249Z"
"",942,858,"1","2023-12-07T20:16:17.401904Z",944,5.866,"no German loanword","The objective is to strengthen core skills and key technologies, thereby supporting the region of Upper Austria as a successful location of business and research.","2023-12-07T20:16:17.401904Z"
"",943,859,"1","2023-12-07T20:16:36.212024Z",945,17.98,"no German loanword","Markus Achleitner, state minister for Business and Research, learned more about the Center during a recent tour and Mayor Klaus Luger (represented by local councilman Almir Balihodzic at the event) supports the new International Welcome Center: Markus Achleitner, State Minister for Business and Research, commented: Research is becoming increasingly international and plays a key role in ensuring the capacity to support innovation, both locally as well as throughout all of Austria.","2023-12-07T20:16:36.212024Z"
"",944,860,"1","2023-12-07T20:17:58.508050Z",946,7.016,"no German loanword","To this end, we need cooperation and competition among the best minds, new momentum and ideas, and active exchange as part of a global network.","2023-12-07T20:17:58.508050Z"
"",945,861,"1","2023-12-07T20:18:02.214823Z",947,2.221,"no German loanword","The JKU’s new International Welcome Center will contribute significantly to this.","2023-12-07T20:18:02.214823Z"
"",946,862,"1","2023-12-07T20:18:19.255055Z",948,11.483,"no German loanword","Mayor Klaus Luger added: The new International Welcome Center is another milestone in an effort to better position the JKU, serving as an information provider and pooling resources and services to better support international students and faculty members.","2023-12-07T20:18:19.255055Z"
"",947,863,"1","2023-12-07T20:18:27.908176Z",949,7.752,"no German loanword","The IWC Supervises Students in the MORE Program The JKU has been a part of the uniko’s (Austrian University Conference) MORE initiative since the fall of 2015.","2023-12-07T20:18:27.908176Z"
"",948,864,"1","2023-12-07T20:18:34.737154Z",950,5.921,"no German loanword","The initiative was created to support refugees and displaced persons holding higher education qualifications as they continue to pursue a degree.","2023-12-07T20:18:34.737154Z"
"",949,865,"1","2023-12-07T20:18:50.432585Z",951,14.722,"no German loanword","Those who have refugee or displaced status - regardless of how far along the (asylum) procedure is – can apply to be in the MORE program.","2023-12-07T20:18:50.432585Z"
"",950,866,"1","2023-12-07T20:18:55.736793Z",952,4.275,"no German loanword","The JKU’s International Welcome Center and Ombudsman Office for Students has been involved in the MORE initiative since 2020.","2023-12-07T20:18:55.737789Z"
"",951,867,"1","2023-12-07T20:19:03.435246Z",953,6.769,"no German loanword","When the program began, it focused more on helping refugees learn German.","2023-12-07T20:19:03.435246Z"
"",952,868,"1","2023-12-07T20:19:16.078295Z",954,11.8,"no German loanword","Over time, the initiative has evolved to a two-pillar model for those who have a refugee background or displaced status and would like to earn a degree at the JKU (MOREclassic for students in the pre-study program and the Borealis-MORE grant and scholarship for degree-seeking students).","2023-12-07T20:19:16.078295Z"
"",953,869,"1","2023-12-07T20:23:50.572915Z",955,272.786,"no German loanword","The IWC as a Center for Displaced Ukrainian Students As part of the MORE initiative, the IWC also coordinates and organizes the JKUs outreach efforts for displaced Ukrainian students.","2023-12-07T20:23:50.572915Z"
"",955,870,"1","2023-12-07T20:23:56.585663Z",957,2.496,"no German loanword","Information on the page is available in three languages.","2023-12-07T20:23:56.585663Z"
"",956,871,"1","2023-12-07T20:24:02.780029Z",958,5.251,"no German loanword","In close cooperation with the JKU’s International Office, the mobility program also provides easier, fast-track access to admission for the 2022 Summer Semester.","2023-12-07T20:24:02.780029Z"
"",957,872,"1","2023-12-07T20:24:08.743666Z",959,5.005,"no German loanword","In cooperation with the Center for Business Languages and Intercultural Communications at JKU, the IWC has also organized German language courses for displaced Ukrainian students.","2023-12-07T20:24:08.743666Z"
"",958,873,"1","2023-12-07T20:24:18.815197Z",960,8.941,"no German loanword","The language courses will help the students wishing to earn a degree acquire the language skills they need in order to be admitted to the JKU Linz as degree-seeking students.","2023-12-07T20:24:18.815197Z"
"",960,874,"1","2023-12-07T20:24:22.963619Z",962,1.951,"no German loanword","Tourism in the age of climate change - is it even worth it?","2023-12-07T20:24:22.963619Z"
"",961,875,"1","2023-12-07T20:24:26.854131Z",963,2.841,"no German loanword","And how successfully can we support sustainable tourism?","2023-12-07T20:24:26.854131Z"
"",962,876,"1","2023-12-07T20:24:44.150629Z",964,16.402,"no German loanword","Andreas Straube wearing a VR headset Endowed with €1.1 million, a six-year Interreg project titled Lebenswerter Alpenraum under the management of the Johannes Kepler University Linz will address these questions and more, questions that are of particular importance to a leading tourist destination such as Austria.","2023-12-07T20:24:44.150629Z"
"",963,877,"1","2023-12-07T20:24:49.992222Z",965,3.176,"no German loanword","Interreg is a joint initiative by the European Regional Development Fund.","2023-12-07T20:24:49.992222Z"
"",964,878,"1","2023-12-07T20:25:01.713582Z",966,10.887,"no German loanword","Under the direction of Dr. Herta Neiß (Tourism Management at the JKU’s Institute for Social and Economic History), Lebenswerter Alpenraum aims to create participatory solutions to support sustainable tourism in the German-Austrian alpine region.","2023-12-07T20:25:01.713582Z"
