,text, label;;;;
22202,"The goal set by the university was to have all students live under the control of a magister, which never actually was implemented.",
22203,"Still, a large part of the student body lived in student housing controlled by the university, the so-called bursae.",
22204,Poor students had the option of living in student alms houses called coderies.,
22205,"Since most students at the University of Vienna came from outside of the city, they were faced with the problem of finding accommodations.",
22206,We can deduce from the medieval matriculation numbers that the students represented about 8 - 10 % of the city’s total population.,
22207,"Thus, providing student quarters and in particular supervising them were important issues for the university administration.",
22208,"The university tried to keep the student housing under their control as much as possible, particularly due to the students’ young age.",
22209,"In its statutes from 1389, the Faculty of Arts decreed that all students should live and study under the supervision of a magister.",
22210,"This decree was apparently never completely fulfilled, since in 1413 rules were set for those students who lived “privately” – in shared apartments or as servants of citizens.",
22211,They were contrasted with the bursa residents.  ,
22212,"The first bursae were privately led institutions: A magister – most often from the Faculty of Arts – offered quarters, meals and lessons for a weekly fee (the bursa, from which the name of this type of student housing was derived).",
22213,"He was responsible to the university for supervising the students, but he also was dependent on them as paying customers, which led to the university complaining about lax discipline in the bursae.",
22214,"These student accommodations were subject to the laws of supply and demand, meaning that many bursae only existed for a short while in times of high student numbers.",
22215,"Next to these, another type of bursae developed:",
22216,"Those financed through private foundations, which thus were less susceptible to economic fluctuations.",
22217,"The heads of these bursae (called conventors in the Middle Ages, and later superintendents) also were more independent from the students because these no longer were the direct source of money, but themselves were dependent on the payment of the scholarships.",
22218,"Due to this, the heads of the “foundation bursae” could more easily enforce disciplinary rules as opposed to those of the “entrepreneurial bursae”.  ",
22219,"Life in a bursa was governed by a strict set of rules, just like in the university itself.",
22220,"The statutes of early “entrepreneurial bursae” are not recorded, even though they most certainly existed.",
22221,"The most famous bursa statutes are those of the Rosenburse, written by Thomas Ebendorfer von Haselbach in 1432.",
22222,They served as an example for other bursae.,
22223,New members of the bursa had to take an oath to uphold these statutes.,
22224,The rules governed subjects such as collective and individual religious duties or communal meals.,
22225,These in particular made up an important part of the daily life: They were supposed to foster social cohesion among the residents of the bursa.,
22226,They also gave an opportunity to have intellectual discussions in Latin – exclusive use of this language was also regulated in the statutes.,
22227,The number of lectures one was supposed to visit depended on the rules of the bursa.,
22228,"Apart from this, practice dispositions were also offered in the student houses.",
22229,"Visiting “disreputable” places, such as taverns or brothels, was of course forbidden, as was contact with women, which is why the presence of women in the bursa was completely prohibited and punished severely.  ",
22230,"Bursae – even foundation bursae – were not primarily meant for poor students, even though it said in the entry regulations of some foundation bursae that they were dedicated to “the poor”.",
22231,They were mainly meant for the benefactor’s family members or for students from their home cities or regions.,
22232,"Since Vienna was one of the universities most frequented by pauperes, dedicated student accommodations were set up for them.",
22233,"In these so-called coderies, officially recognized poor students could live for a lower rent than in the bursae.",
22234,The originally Middle High German word “kote” meant a humble hut (the word “Kotter” developed from this) and was used by the students in the Latinized version “codria”.,
22235,"Similar to the bursae, the coderies were supervised by a conventor who usually was appointed by the Faculty of Arts.",
22236,"In principle, life in the coderies was also regulated by rules, but the students living here usually did not receive lessons.",
22237,They earned their keep by begging or singing in the city.,
22238,"Apparently, the coderies had less strict rules than the bursae, because the faculty of arts (who actually were responsible for the supervision) repeatedly complained that many well-off students lived in the coderies, because they preferred these alms houses to the bursae “due to the greater freedom”.  ",
22239,"In the course of the university reforms under Ferdinand I, a large part of the bursae and coderies was also reviewed.",
22240,Investigations showed that a majority of scholarship positions were not being used or that non-university members lived in the bursae.,
22241,The study progress and the discipline among the bursae and coderie residents were also unsatisfactory.,
22242,"Because of this, the university was to do regular checks (visitations) of the student accommodations and to pay attention to the correct allocation of places in the foundation bursae, since influential people often provided for clients in this way.",
22243,Despite these attempts at revitalizing the system a large number of the medieval bursae disappeared in the course of the 16th century.,
22244,"Among the reasons for this were changes in the university’s teaching ideals due to Renaissance humanism, competition by the Jesuits and also the changing catchment area of the University of Vienna, which focused more and more on Vienna and its surroundings.",
22245,"Students from the city usually did not need accommodations, since they still lived with their families.",
22246,"Especially the large bursae funded through endowments survived – for example the Rosenburse, the Lammburse or the Lilienburse.",
22247,"However, after numerous university buildings were given to the Jesuits in 1623, they were mostly transformed into financial scholarships, because the houses were demolished to make space for the building of the Jesuit church and the college building at today’s Dr. Ignaz Seipel-Platz.",
22248,The coderie Goldberg as the largest student alms house in Vienna also survived until the 20th century.,
22249,"After a few years without a residence when the coderie building was lost in 1623 it received a building in Johannesgasse, which was used until the 18th century.",
22250,"Only after this was it also transformed into a scholarship.
",
22251,"Despite massive destruction in the preceding years, the University of Vienna resumed operations immediately after the war.",
22252,Dealing with the university’s involvement in National Socialism and disciplining members who often were still advocates of Nazi ideology was overcast by the efforts of “reconstruction” and “new beginnings” after 1945.,
22253,National Socialism (and Austrofascism) had left deep marks that resonated at the university and outside it for years to come.,
22254,"On April 10, 1945, the first Soviet soldiers reached the Viennese university quarter and used the abandoned University Main Building as a dressing station and as stables.",
22255,"On April 25, Ludwig Adamovich sen. was elected as the first post-war rector and on May 29, 1945, lectures were resumed for the summer semester despite the ongoing reconstruction work at the university (the Main Building had been hit by 26 bombs).",
22256,"Students were used as workers for removing debris, for the transport of books and laboratory equipment that had been moved during the war as well as for the restoration of destroyed buildings.",
22257,After the end of the Second World War the institution’s involvement in National Socialism was essentially not accounted for.,
22258,“Denazification” of teachers and students dragged on until the late 1950s and about half of the “belastet” (incriminated),
22259,National Socialist professors were able to continue their academic careers after a few years.,
22260,"Only few of the academics expelled in 1938 returned to the university, however.",
22261,The ministry’s politics instead focused on appointing conservative Catholic teaching staff.,
22262,How much prominent National Socialist teachers shaped the political environment at the Viennese universities can be seen in the scandal surrounding openly anti-Semitic statements by professor of economic history Taras Borodajkewycz in 1965.,
22263,"However, the public attention it received and the outrage it sparked in the long term led to a first examination of the university’s history during National Socialism.",
22264,With Kurt Waldheim’s presidential candidacy in 1986 and the “Bedenkjahr” of 1988 (the 50th anniversary of the “Anschluss” to the German Reich) a discourse about the university’s role in National Socialism began within the institution.,
22265,"Important early initiatives in this context were started by dedicated historians and included the lecture series “Die Universität Wien 1938-1945” (1988) and the commemorative inscription for philosopher Moritz Schlick, who was murdered in the university in 1936 (1993).",
22266,"On the occasion of the university’s 625th anniversary in 1990, a first important paper on the expulsion of teachers in 1938 was published, namely the brochure “Vertriebene Intelligenz” (“Displaced Intelligence”).",
22267,"Around the turn of the millennium the University of Vienna increasingly examined its National Socialist past, for example in the senate project “Untersuchungen zur anatomischen Wissenschaft in Wien 1938-1945” (“Investigations on the anatomical science in Vienna”) and the commemorative plaque in the Arkadenhof (arcaded courtyard) dedicated to the expelled teachers and students of the Faculty of Medicine, which for the first time explicitly acknowledges the university’s co-responsibility.",
22268,"Other activities include several scientific symposiums, projects on the expulsion of students and teachers in 1938, provenance research, lectures and publications, as well as the establishment of the Forum “Zeitgeschichte der Universität Wien” (“Contemporary History of the University of Vienna”) as a coordination office for activities dealing with university history in the 20th and 21st century (2006–2015).",
22269,National Socialism also became the focus of a critical remembrance culture at the university and stepped into the foreground.,
22270,"In 1998, for example, all 24 passageways of the University of Vienna’s new Campus (the former General Hospital) were dedicated as “Tore der Erinnerung” (“Gates of Remembrance”).",
22271,Particularly names of women and teachers expelled during National Socialism – formerly underrepresented groups – were chosen for the gates.,
22272,The still existing Jewish prayer house at the new Campus was inaugurated in 2005 as a place of remembrance and encounter called DENK-MAL Marpe Lanefesch.,
22273,"The university’s new, reflected attitude towards its involvement in National Socialism could particularly be seen in regard to the historic and artistic contextualization of the German National monument “Siegfriedskopf” in 2006 and its relocation from the Main Building’s aula to the Arkadenhof.",
22274,"The spot vacated by the “Siegfriedskopf” was used for two commemorative alcoves with statements declaring what the university stands for today: remembrance of the victims of National Socialism, “for the freedom of sciences and respect of the human rights” and “against war and violence”.",
22275,"In the course of the rearrangement of the aula in 2006, the installation “Nobelpreis und Universität – ein Gruppenbild mit Fragezeichen” (“Nobel prize and university – a group picture with a question mark”) was also opened.",
22276,"Among other things, it details Julius Wagner-Jauregg’s and Konrad Lorenz’s involvement in National Socialism.",
22277,"Aside from these university-wide commemoration and remembrance activities, projects from various disciplines were also conducted in this time, such as the decentralized “Denkmal für Ausgegrenzte, Emigrierte und Ermordete des Kunsthistorischen Instituts der Universität Wien 1933/34 | 1938 | 1945” (“Monument for excluded, emigrated and murdered members of the Institute of Art History of the University of Vienna”) in 2008.",
22278,"Innovations in the context of remembrance also include virtual forms, such as the online “Gedenkbuch für die Opfer des Nationalsozialismus an der Universität Wien 1938” (“Memorial book for the victims of National Socialism at the University of Vienna in 1938”), which was presented in 2009 and is constantly being expanded as a work in progress.
",
22279,"On March 12, 1848, a student assembly passed a resolution to write a petition to the Emperor, in which, among other things, they demanded freedom of teaching and learning.",
22280,"This appeal, later joining the history of the revolutionary year of 1848 as the “student petition”, triggered a much-needed reform of Austria’s whole educational system.",
22281,"The principle of academic freedom – already established as “libertas philosophandi” at many German universities (Halle, Göttingen, Jena) – was, along with civil liberties (freedom of press, freedom of speech, freedom of religion etc.), one of the main catchphrases of the liberal demands for reform in Vienna of the revolutionary year 1848.",
22282,This principle was usually referred to as a unified whole – “freedom of teaching and learning” – but in fact referenced two separate areas: freedom of teaching (freedom of science and its teaching) and freedom of learning (freedom of study).,
22283,"Since Joseph II and Maria Theresia’s reforms, teaching at the university was strictly bound by state rules (appointment of professors, text books, curricula, supervision of lectures, etc.).",
22284,The introduction of freedom of teaching meant that those who had received their teaching license (venia docendi) as professors or private lecturers in a main scientific subject were allowed to freely present their own topics and schools of thought in their subjects.,
22285,The academic teacher had to “only answer to his own conscience”.,
22286,"He was, however, obligated to review and justify his views in light of new findings or questions that might arise.",
22287,The demand for freedom of study concerned several aspects.,
22288,"An important topic in 1848 was the suspension of semestral and annual exams which were obligatory for advancing to the next year and for receiving certain benefits (accommodations, scholarships, exemptions from tuition fees) and were hated by the students.",
22289,Another demand was the right to complete courses in any desired order and time and to be able to freely choose one’s teachers.,
22290,"With the general study regulations from October 1, 1850, the annual and semestral exams were dropped.",
22291,Attending foreign universities that also followed the principle of freedom of teaching and learning was now also allowed.,
22292,"The student petition from March 12, 1848, initiated a long overdue reform of the whole Austrian educational system and the transformation of the “Alma Mater Rudolphina” to a modern university for teaching and research.",
22293,"Franz von Sommaruga, the first Austrian Minister of Education, announced the widely demanded academic freedoms, as well as a restructuring of the educational system on March 30, 1848 in the aula of the university.",
22294,"To achieve this, he reassigned Franz Seraphin Exner, a philosophy professor from Prague, to the new ministry in Vienna.",
22295,Exner soon became the driving force of the reform.,
22296,"As early as summer 1848 he presented the “draft of the outline of the public educational system in Austria”, which became the basis of the educational and university reform implemented by the later minister of education Thun-Hohenstein (1849-1860).",
22297,"Exner’s ideas were guided by the successful Prussian educational model, which had been practiced for decades on the basis of freedom of teaching and learning and the combination of research and teaching.",
22298,"At the same time, he recognized that the Habsburg monarchy did not have enough qualified personnel for a “new university” that was supposed to conduct scientific research and teaching, while also guaranteeing freedom of teaching and freedom of study.",
22299,"This was attempted to be amended by appointing new foreign professors, especially from Germany.",
22300,"On the other hand, the Austrian young talent was to be supported by introducing the habilitation of private lecturers.",
22301,"A great help in this endeavor was the appointment of the Protestant high school teacher Hermann Bonitz as professor of classical philology, who developed the concepts of the reform together with Exner.",
22302,"Newly founded seminaries, institutes, laboratories and clinics were meant to acquaint the students with scientific research.",
22303,The student demands for freedom of teaching and learning from 1848 were already mostly met in the provisional reform laws under minister Thun-Hohenstein.,
22304,"What is more, freedom of teaching reached a constitutional level with the Staatsgrundgesetz of December 21, 1867: “Science and its teaching are free” (art. 17).",
22305,"The university reforms started in the revolutionary year of 1848 found their preliminary conclusion and a forward-looking codification with the law on the organisation of the academic authorities from April 27, 1873.",
22306,The remnants of the medieval corporative constitution were eradicated with the elimination of the doctoral councils.,
22307,"The universities were seen as public institutions with the purpose of scientific research and teaching, without their position as legal entities explicitly being rescinded.",
22308,Clerical influence was pushed back; the position of chancellor was restricted to the Faculty of Catholic Theology.,
22309,"Apart from an interruption during National Socialism, the law remained in effect until the Law on University Organisation was passed in 1955.
",
22310,The era of “Renaissance humanism” is marked by a spiritual orientation towards antiquity and its achievements.,
22311,"Starting in the cities, churches and courts of 14th century Italy, this educational movement spread to the territories of the Holy Roman Empire during the 15th and 16th centuries.",
22312,"Science and academic teachings, as well as cultural life in general experienced a radical reorientation.",
22313,"The spread of humanism in Europe Due to the invention of the printing press, humanistic literature was able to spread quickly at the beginning of the Modern Age.",
22314,Authors from the antiquity and the early Middle Ages were rediscovered and their works were republished in print in revised “cleaned” versions.,
22315,"Classic languages, the urban lifestyle and the life-affirming principles of the humanists were valued highly.",
22316,This stood in contrast with the scholastic educational tradition and the intellectuals’ monkish way of life and to their work which was oriented towards the afterlife.,
22317,Humanists scorned the “Gothic” Middle Ages and their “barbaric mock Latin”.,
22318,They opposed the stagnant scholastic teaching system with its outdated text books at the late medieval universities.,
22319,The humanistic intellectual movement initiated by Francesco Petrarca (1304-1374) put language at the center of human education.,
22320,Humanism flourished in the sovereigns’ courts and in private intellectual circles.,
22321,"Gradually, the studia humanitatis also entered the curricula of central European schools and universities at the turn of the 15th to the 16th century.",
22322,"Central humanistic disciplines were considered to be poetics, rhetoric, classical languages (Latin, Greek, Hebrew), as well as the “humanistic natural sciences” (scientiae mathematicae), in particular mathematics, astronomy and astrology, and soon also history and moral philosophy.",
22323,Educational travels by many intellectuals and students were responsible for the humanistic transfer of knowledge to the north.,
22324,Support of the movement by open-minded sovereigns also helped this cause.,
22325,"Noteworthy in this respect are for example the Luxembourger Emperor Charles IV (1316-1378) and his son, Emperor Sigismund (1368-1437), Louis the Great of Anjou (1326-1382), king of Hungary and Poland, and the Hungarian humanist king Matthias Corvinus (Hunyadi, 1443-1490).",
22326,"In Vienna, Enea Silvio Piccolomini (1405-1464) – the later Pope Pius II (1458) – introduced humanism to the court of Emperor Frederick III (1452-1493).",
22327,In 1442 he had already received the poet’s laurels.,
22328,He is considered the “pioneer of Renaissance humanism in Austria”.,
22329,"The first German-speaking intellectual to receive the coveted laurel crown (laurea) was the humanist Konrad Celtis (1459-1508) from Franconia, whose poet crowning was celebrated in Nuremberg in 1487.",
22330,The crown was considered to be the highest honor and visible symbol of a humanistic intellectual following the ancient example.,
22331,Emperor Maximilian I (1459-1519) is regarded as a significant supporter of humanism.,
22332,"He employed famous intellectuals at his court that spread the ideology, such as Hieronymus Balbus, Johannes Cuspinianus, Johannes Stabius, Georg Tannstetter-Collimitius etc.",
22333,During his reign Maximilian crowned 29 candidates with the poet’s laurels.,
22334,As early as 1494 he had funded the first academic chair for Roman law at the Viennese Faculty of Law.,
22335,In 1497 he appointed the parade humanist Konrad Celtis to the University of Vienna.,
22336,He was to represent the leading humanistic disciplines of poetics and rhetoric.,
22337,"At first he did this outside of the Faculty of Arts, since they still were quite reserved towards the humanists.",
22338,"This was not necessarily due to the modern ideas, but to social tension between the open-minded, sometimes pretentious poets and the artist magisters who were used to a monasterial way of life and who feared for their privileges.",
22339,"Konrad Celtis, the “arch-humanist”, had been educated at the Italian centers of humanistic knowledge in Padua, Ferrara, Bologna, Florence, Venice and Rome.",
22340,"Then he had taught at prestigious universities such as Erfurt, Rostock, Leipzig, Cracow and Ingolstadt.",
22341,"He joined several humanist circles on his travels and participated in the foundation of humanistic intellectual societies in Heidelberg, Buda and Vienna (Sodalitas Danubiana Vondobonensis).",
22342,In 1501 Maximilian I founded the Collegium Poetarum et Mathematicorum at the University of Vienna and appointed Konrad Celtis as its head.,
22343,"It encompassed four humanistic academic chairs outside of the Faculty of Arts, paid for by the Landesfürst (prince).",
22344,The humanistic subjects only became a part of the Faculty of Arts in the course of the university reforms implemented by Ferdinand I in 1537.,
22345,"The Faculty of Arts subsequently adopted the name “Philosophical Faculty”.
",
22346,The reforms of the 18th century brought about an orientation of academic studies towards their usefulness and practicality for the functions of the state.,
22347,The expansion of the absolutist state with its bureaucratic institutions and central authorities required officials that were professionally qualified and loyal to the ruler.,
22348,"Medical training was also focused on, so as to improve the public’s access to good healthcare.",
22349,Rigid state control of the universities in the period of Restauration after the French Revolution and the Napoleonic Wars led to the danger of disconnecting university teaching from international scientific development.,
22350,"Only with the proclamation of freedom of teaching and study and the Thun-Hohenstein educational reforms in 1849/50, science and research became the university’s central tasks next to teaching.",
22351,These new conditions led to an unexpected development of intellectual resources which in turn helped the University of Vienna gain international renown in various scientific disciplines.,
22352,"Representative for this is the development of Viennese scientific “schools”, for example in medicine, national economy or art history.
",
22353,"Teachers and students of the University of Vienna acted as political actors in manifold ways during the 19th and 20th centuries.
",
22354,"“Male, honest, Christian” – this could be a short characterization of students at the medieval and early modern universities.",
22355,What requirements did the universities’ statutes ask from new admissions and how were these norms handled in practice?,
22356,The admission to the university took place through matriculation.,
22357,"This was not a purely administrative act for the statistical recording of students, but was the foundation of a person’s membership in the university and the subjection to its jurisdiction.",
22358,"This is why the registers (Matrikel) included the names of the students, but also those of the teachers, other employees as well as of artisans who worked for the university outside of the regular guild laws.",
22359,The registers also became continuously more sophisticated and representative.,
22360,"In contrast to today’s education system, which demands the graduation from a secondary school or a university entrance exam for admission to a university, there were no such regulations in the medieval school system.",
22361,"There was no system of successive schools that built on one another, but a variety of monastery, parish or city schools coexisting with each other.",
22362,"The subjects taught in these schools ranged from elementary skills such as reading, writing and arithmetic, to disciplines also taught at universities.",
22363,The standards mostly depended on the teacher’s knowledge and skills.,
22364,"Accordingly, there were almost no formal restrictions on admission of students to medieval universities.",
22365,"Most university statutes only demanded their candidates to be baptized, born in wedlock and having “moral conduct”.",
22366,Proof for the first two points often only had to be presented at graduation.,
22367,At some universities it was sufficient for the student to assert that he believed to have been born in wedlock.,
22368,"These regulations meant that mainly non-Christians – Jews, and Muslims on the Iberian Peninsula – were excluded from studying.",
22369,The de facto exclusion of women from universities actually had no judicial basis in the university statutes.,
22370,Higher education of women was perhaps so inconceivable for the administration that they did not think to add clauses to this effect to the statutes.,
22371,Since the beginning of the Reformation the universities also demanded students to declare their affiliation to either the Catholic or Protestant denomination.,
22372,"At some universities, however, there were loopholes to avoid these restrictions: The Venetian government, for example, established special medical and law schools in the early 17th century, which also awarded academic titles to non-Catholics.",
22373,The University of Padua protected its Protestant students from persecution by the Inquisition with an immunity privilege.,
22374,"Other regulations, such as regional or social origin, or intellectual, linguistic or financial prerequisites were not addressed at admission.",
22375,"Since even the largest universities were still a long way from the mass universities of the 20th and 21st century, the contact between teachers and students was far more intimate.",
22376,"The teachers picked their students personally, taking their level of education into account, thus implementing a certain minimum standard.",
22377,"Nevertheless, there is evidence that students occasionally learnt the scientific language of Latin or even reading and writing at the university.",
22378,"Admission into the “community of teachers and students” – the matriculation When a student had been accepted by a teacher, he was entered into the register.",
22379,"With the development of university structures, these student lists evolved from records kept privately by each teacher to member registries of the faculties, academic nations and the whole university, usually called “Matrikel” (the terms album, rotulus or cedula were also sometimes used).",
22380,"The entry in the registries (most often kept by the rectorate) was the foundation of a person’s membership in the university and held high importance, since the universities possessed their own judicial system.",
22381,"The legal act was usually divided into three parts: After the new arrival had petitioned the rector for matriculation, he paid a fee which depended on social status and financial possibilities.",
22382,"He then swore to uphold the university statutes, to obey the rector as the head of the university, to support the community to the best of his abilities and to not take revenge for injustices he might suffer.",
22383,At the conclusion of this ceremony his name was entered into the register.,
22384,This was usually done by the rector himself or – from the 16th century onward – by clerks.,
22385,At some universities the students entered their names into the register themselves.,
22386,"Because the matriculation was evidence of a person’s subjection to the university’s legal system, not only students were entered into the register, but also teachers, other university employees, such as professors’ servants or artisans working for the university, were recorded as well.",
22387,The latter were also called “academic citizens”.,
22388,Design of the register – from functional manuscript to representational object The registers are structured by rectors’ (or deans’ or bursars’),
22389,terms of office.,
22390,In the rector’s register the entries after 1385 are sorted by membership in the four academic nations.,
22391,"A single matriculation ideally includes the date of enrollment (usually the semester, sometimes even the exact date), name and origin, as well as information on payment and amount of register fees or on the exemption from them.",
22392,"In some cases, details on the studied discipline and later course of life can also be found.",
22393,This form of matriculation was maintained until the obligatory matriculation was abolished in 1784.,
22394,"When the matriculation was reintroduced in the early 19th century, the name and profession of the father or legal guardian was added as well.",
22395,"This ideal was not always adhered to, however.",
22396,"Only since the middle of the 17th century consistent information on the studied discipline was recorded, while the data on paid register fees became increasingly sporadic from this time onwards.",
22397,"In the worst cases, the entry only included the name.",
22398,"If this concerned a person, who – as was not unusual in the Middle Ages – did not use a surname, it is almost impossible to find further biographical data.",
22399,"The registers, at first unornamented functional manuscripts, became increasingly more elaborately designed from the end of the 17th century.",
22400,"The – often aristocratic – rectors had registers adorned with lavish, sometimes colored, decorative sheets with their crests or with allegoric illustrations.",
22401,"Reports on events or laws concerning the university as well as other notes on things such as marriages or deaths in the royal family, wars, plagues or the like, were entered into the register.",
22402,"Exmatriculation as a disciplinary measure Ideally, the membership in the academic community which had begun at the matriculation held a lifetime.",
22403,"University members could, however, be expelled from this community as well.",
22404,"Since the university membership was bound to privileges, temporary or permanent exmatriculations were used as disciplinary measures: The offender’s name was struck from the register.",
22405,"In some cases, the reasons for the expulsion were named.",
22406,"These ranged from offences against the university’s disciplinary regulations to criminal charges such as theft, forgery of documents, heresy, adultery or murder..
",
22407,"“Free education”, “against tuition fees”, “no social selection” and similar demands are often put forward in the – sometimes fiercely, sometimes not so vigorously fought – debate about universities and in particular their financing.",
22408,"In this context, it is often also argued that there had supposedly been no admission restrictions in the past and that it had therefore been possible for “the poor” to study.",
22409,How was the situation at the University of Vienna in actual fact?,
22410,The medieval university statutes did indeed not include any limitations in regard to the students’ financial situation and even offered partial exemptions from fees for poor people.,
22411,"An overview of the costs that accrued during the studies, however, shows that while these exemptions somewhat mitigated the financial burden, studying at the university still put an enormous strain on the students’ wallets.",
22412,"When compared to contemporary wages, a university education was hardly affordable for people with a low income.",
22413,The University of Vienna – like other medieval universities – was open to students regardless of their financial background.,
22414,This general openness should however not be confused with the now often discussed expression of “(cost-)free education”.,
22415,"Along the way into and through the university, fees became due regularly.",
22416,"Poor students (also called pauperes) could be exempted from some of these fees, but a complete course of studies at the university still meant a large burden for the students’ and their families’ finances.",
22417,"Basically, study costs could be divided into two groups: On the one hand there were direct study costs, payable to the university.",
22418,"On the other hand, the living expenses had to be covered.",
22419,Students already had to pay their first fee when joining the university.,
22420,"The matriculation consisted of the entry into the register, an oath to uphold the university statutes and certainly not least of the payment of the matriculation fee.",
22421,This payment was also recorded in the register.,
22422,"The fee was not the same for all students, but changed with regard to the faculty chosen and the students’ social status.",
22423,"From 1413 onwards students at the Faculty of Arts paid twelve Kreuzer for the entry into the register, while those at the Faculties of Theology, Law or Medicine had to pay 24 Kreuzer.",
22424,"The fee for magisters or doctors from other universities was higher than that for normal students, with matriculation fees of 15 and 30 Kreuzer.",
22425,Clergy and nobility also had to pay higher fees: They ranged from 30 Kreuzer for members of the lower nobility and cathedral canons up to three guilders (180 Kreuzer) for dukes and bishops.,
22426,"Poor students, in contrast, did not have to pay matriculation fees.",
22427,"Just as the matriculation marked a student’s entry into the university, the Deposition made the new student (“Grünschnabel” – “greenhorn”) part of the student body.",
22428,The fee for this ceremony was six Kreuzer.,
22429,"After overcoming these first financial obstacles, fees for lectures and disputations became due.",
22430,These varied according to the read book.,
22431,"At the faculty of arts, lecture fees ranged from six to 36 Kreuzer, while teachers at the faculty of law received one guilder per study year for their held lectures.",
22432,Disputation fees were twelve to 72 Kreuzer.,
22433,"In the course of the 15th century, these fees were raised several times.",
22434,"With the 1554 Reformatio Nova the costs for obligatory lectures at the faculty of arts were abolished, since the professors were now paid by the Landesfürst (local sovereign).",
22435,There is almost no information on the costs of books and writing materials.,
22436,"Hand-written books were unaffordable for most students, but also printed books – usually cheaper than hand-written ones – had prices starting at about one guilder, equivalent to the yearly fee for professors at the Faculty of Law or the matriculation fee for abbots or barons.",
22437,"Because of this, the Faculty of Arts held dictation hours (pronunciationes), at which students could write their own copies.",
22438,"If you wanted to graduate, this also came with its own costs.",
22439,"Once a student had finished his doctorate, he had to pay fees to the faculty, the examiners, the participating magisters and doctors as well as to the caretaker.",
22440,These fees ranged from eight Kreuzer for the caretaker to two guilders for the faculty and the doctors.,
22441,The usually much higher costs for the following celebration can only be estimated with difficulty.,
22442,"They included the graduate’s ceremonial clothing, music, presents for the attendees and the traditional doctor’s feast.",
22443,"Some reports about doctorates name costs up to 200 guilders, which explains why only few students aspired to graduate.",
22444,Apart from these study costs the students also had to cover the daily costs of living.,
22445,"Mainly, this meant costs for housing and food, as well as clothing, leisure activities and possibly medical care.",
22446,"Since a large part of Viennese students came from outside of Vienna, they had to look for accommodations in the city.",
22447,Those students that did not find places in bursae and coderies controlled by the university took lodgings with citizens.,
22448,"Yearly rent in a bursa amounted to between five and seven guilders, which probably included additional costs such as heating and tuition.",
22449,Expenses for the bed or other furniture were usually not included.,
22450,"Rent in a coderie, a student alms house was about three to four guilders.",
22451,There are varying reports on whether these prices also included meals.,
22452,This presumably differed from bursa to bursa.,
22453,Other expenses such as clothing depended strongly on the students’ financial background.,
22454,"Thus, no general statements can be made about them.",
22455,"Assertions about the total costs of studying at the University of Vienna can only be seen as approximations, since the accruing costs are only partially known.",
22456,"Most reports are in regard to the Faculty of Arts, and since also the majority of students studied here, the statements will be restricted to this faculty.",
22457,"Yearly study costs, including possible graduations, ranged from 14 to 21 guilders.",
22458,Poor students were able to reduce these costs to between four and six guilders due to exemptions from fees.,
22459,"Comparing these numbers to contemporary wages shows that even if a student was classified as a pauper, studying was not affordable – or only with great difficulty – for large parts of the population: A servant at the Viennese Bürgerspital (citizens’ hospital) received a yearly wage of just under one guilder.",
22460,A cook was paid three and a half guilders and the hospital director received 15 guilders.,
22461,This comparison makes it clear why the phenomenon of the “working student” was already prevalent in the Middle Ages and why there was a large number of mainly private scholarship foundations.,
22462,"Even with various exemptions from fees for so-called “poor” students, attending a university was only really possible for people from a good financial background.
",
22463,"Vienna’s development to a political, religious, cultural and economic center, as the capital city of a future Austrian kingdom were the backdrop to the lofty plans of a young Habsburg prince, Duke Rudolf IV.",
22464,In view of his generous expansion of St. Stephen’s cathedral and the foundation of the University of Vienna he received the epithet “the Founder”.,
22465,"On March 12, 1365, becoming the first university founder without a king’s crown, Duke Rudolf IV sealed the founding document for the Viennese House of Studies with the right to award doctorates in all “permitted” sciences following the example of the University of Paris.",
22466,"This foundation’s confirmation followed on June 18, 1365, by",
22467,"Pope Urban V. He however withheld his approval to a theological faculty, leaving the Viennese studium generale without the status of a full university.",
22468,"A reason for this restraint may have been an intervention by Emperor Charles IV, who feared competition for the University of Prague that he had founded in 1348.",
22469,The economic and spatial requirements were also not met in 1365.,
22470,Duke Rudolf should not learn of these problems.,
22471,"He died on July 27, 1365, at age 25, on a trip to Milan.",
22472,"We know today that his institution still came into being, even if not all the provisions from the founding document were implemented.",
22473,"Apart from the theological studies, the university quarter which was planned to be built between the Hofburg and the Schottentor in the Herrengasse – called “Pfaffenstadt” (“priest city”) in the founding document – was not realized.",
22474,Albert of Rickensdorf (†1390) became the first rector of the university.,
22475,"He was a theologian and natural scientist originally from Saxony, who had worked in Paris and later became bishop of Halberstadt.",
22476,"At first, the lectures were held in St. Stephen’s secondary school which was associated with the university.  ",
22477,"The founder’s brother, Duke Albert III, expanded the university in 1384:",
22478,"He added the Faculty of Theology and had it approved by Pope Urban VI, as well as inaugurated the first actual university building, the Duke’s College (collegium ducale), opposite the Dominican monastery in what is today the Postgasse.",
22479,"The free community of teachers and students, the universitas magistrorum et scholarium, formed the organizational superstructure of the general studies, which consisted of several academic bodies.",
22480,"These corporationsformed the four faculties (theology, law, medicine, artists) as teachers’ organizations, led by Deans, the four academic nations (Natio Australium, Rhenensium, Ungarorum, Saxonum) as territorial organizations of the students, led by procurators, and the Duke’s College as an independent community with an elected prior at its head.",
22481,"The university’s collective head was the Rector Magnificus, who, until 1848, was elected by the four procurators.",
